word,polar
dwelling,0.038
dwelt,-0.54
dwyer,-0.78
dybbuk,-0.82
dye,0.033
dying,-0.57
dynamic,0.08
dynamical,0.77
dynamically,-0.82
dynamite,-0.59
dynamo,-0.05
dynasty,0.608
dyne,-0.67
dysarthria,-0.74
dyscalculia,0.745
dysentery,-0.75
dysesthesia,-0.71
dysgenesis,-0.74
dysgraphia,0.745
dyslexia,0.745
dyslipidemia,-0.72
dysmenorrhea,-0.73
dyspareunia,-0.74
dyspepsia,-0.6
dyspeptic,-0.79
dysphemism,-0.71
dysphonia,-0.74
dysphoria,-0.35
dysphoric,-0.28
dyspnea,-0.57
dyspneal,-0.77
dyspneic,-0.77
dyspnoea,-0.57
dyspnoeal,-0.77
dyspnoeic,-0.77
dysport,0.905
dysthymia,-0.86
dysthymic,-0.88
dystrophy,-0.68
dysuria,-0.05
each,-0.76
eager,0.61
eagerly,0.542
eagerlyness,0.607
eagerness,0.581
eagle,0.035
eagle-eyed,0.518
eales,0.923
ear,0.92
earache,-0.48
earful,-0.73
earing,-0.58
earl,0.086
early,0.024
earmark,0.75
earn,0.298
earnest,0.331
earnestly,0.635
earnestness,0.566
earnings,0.828
earplug,0.593
earring,0.498
earshot,-0.56
earth,0.042
earthbound,-0.65
earthenware,-0.48
earthly,0.151
earthquake,-0.6
earthworm,0.591
earthy,-0.65
earwig,-0.04
ease,0.328
easement,0.59
easiest,-0.09
easily,0.314
easiness,0.434
easing,0.74
east,0.084
easy,0.269
easygoing,0.589
eat,0.099
eatable,0.036
eatage,-0.53
eater,0.689
eatery,0.072
eatin,0.892
eavesdrop,-0.71
eavesdropper,-0.67
ebb,0.54
ebullience,0.605
ebullient,0.654
ebulliently,0.391
ebullition,0.772
eccentric,0.539
ecchymosis,-0.78
ecg,-0.57
echinococcus,-0.85
echo,0.594
echt,-0.76
eclat,0.616
eclectic,0.066
ecology,0.554
economic,0.836
economical,0.673
economics,0.142
economize,0.632
economy,0.12
ecosystem,0.033
ecstasy,0.333
ecstatic,0.226
ecstatically,0.446
ecthyma,-0.48
edacious,-0.56
edacity,0.776
edema,-0.88
edematous,-0.48
eden,0.077
edge,0.068
edgeless,-0.03
edginess,-0.59
edgy,0.586
edible,0.037
edict,0.124
edification,0.539
edifice,0.135
edified,0.542
edify,0.545
edifying,0.542
edit,0.5
edited,-0.74
edition,0.615
editorial,0.062
edsr,-0.89
educate,0.569
educated,0.032
education,0.358
educational,0.606
educator,0.61
edulcorate,0.792
edwardian,0.919
eerie,-0.52
eerily,-0.76
efavirenz,-0.84
eff,0.733
efface,-0.74
effect,-0.79
effective,0.778
effectively,0.601
effectiveness,0.658
effectivity,0.748
effectual,0.714
effectuality,0.789
effectually,-0.67
effectualness,0.853
effeminate,-0.85
effervescent,0.391
effete,-0.85
efficaciously,0.598
efficaciousness,0.658
efficacy,0.658
efficiency,0.56
efficient,0.046
efflorescence,-0.77
effort,0.049
effortful,-0.64
effortfulness,-0.75
effortless,0.582
effortlessness,-0.65
effrontery,-0.59
effulgence,0.657
effulgent,0.638
effuse,0.577
effusion,0.793
effusive,0.553
egalitarian,0.772
egalitarianism,0.183
egalite,0.865
egality,0.865
egan,-0.78
egg,0.046
egg-shaped,-0.5
egglayer,-0.78
ego,0.755
egocentric,-0.63
egocentrically,-0.64
egocentricity,-0.64
egoism,0.767
egoist,0.767
egoistic,0.767
egolessness,0.699
egotism,-0.31
egotistical,-0.63
egregious,-0.58
egregiousness,-0.69
egret,0.051
ehmke,-0.86
eidolons,0.043
eight,-0.03
eightpenny,0.888
eighty,-0.03
eiht,-0.79
eismowe,0.197
ejaculate,0.111
ejaculation,-0.58
eject,-0.74
ejection,-0.56
ekg,-0.57
elaborate,0.063
elaborateness,0.725
elaboration,-0.84
elaeocarpus,0.715
elan,0.413
elapid,-0.69
elasmobranch,-0.81
elastic,0.584
elasticity,0.082
elastoplast,-0.61
elate,0.448
elated,0.441
elating,0.448
elation,0.895
elbow,-0.04
eld,-0.71
elder,0.263
elderly,0.233
elect,0.25
election,0.061
electioneering,-0.65
electric,0.654
electrical,0.632
electricity,0.572
electrification,0.586
electrify,0.697
electrifying,0.498
electrocardiogram,-0.57
electrocardiographic,0.611
electrocution,-0.56
electrode,-0.05
electromagnetic,0.047
electron,0.034
electronic,-0.04
electronics,0.123
electropositive,0.666
elegance,0.616
elegant,0.309
elegantly,0.556
elegiac,-0.31
elegist,0.761
element,0.025
elementary,0.481
eletronic,0.514
elevate,0.258
elevated,0.482
elevation,0.116
elevator,0.045
elf,-0.04
elfish,0.72
elicit,0.811
elide,-0.61
eligible,0.641
eliminate,-0.08
elimination,0.795
elisir,0.114
elite,0.746
elitist,0.945
elixir,-0.53
elliptical,-0.49
elm,0.034
elminster,0.027
elocute,0.816
elocutionary,-0.54
elohim,0.072
elongate,0.115
elongation,0.094
eloquence,0.546
eloquent,-0.57
eloquently,0.514
else,-0.76
elsewhere,0.106
elucidate,0.784
elude,-0.73
elusive,0.135
elusiveness,-0.72
elvish,0.72
elysian,0.528
elysium,0.526
emac,0.03
emaciated,-0.59
emaciation,-0.89
email,0.154
emancipate,-0.59
emancipation,0.491
emasculate,-0.87
embarass,-0.7
embarassament,-0.03
embark,-0.65
embarrass,-0.88
embarrassed,-0.58
embarrassing,-0.52
embarrassingly,-0.53
embarrassment,-0.27
embassy,0.071
embattled,0.031
embed,0.864
embellish,0.811
embezzlement,-0.66
embitter,-0.68
embittered,-0.54
emblem,0.056
emblematic,-0.62
embodies,0.74
embodiment,0.681
embody,0.74
embolden,0.451
embolectomy,-0.63
embonpoint,-0.76
embrace,0.834
embracement,0.74
embracing,0.813
embroider,0.755
embroidery,0.451
embroil,0.634
embryo,0.046
emended,-0.74
emerald,0.298
emergence,-0.83
emergency,-0.27
emeritus,-0.57
emetic,-0.83
emigration,0.533
emily,-0.86
eminence,0.746
eminently,0.505
emission,-0.03
emollient,-0.56
emote,0.301
emotion,0.659
emotional,0.451
emotionalism,0.752
emotionality,0.735
emotionally,0.05
emotionless,-0.67
emotionlessness,-0.56
emotive,0.373
empathetic,0.644
empathetically,0.528
empathic,0.608
empathize,0.574
empathy,0.57
emperor,0.063
emphasis,-0.6
emphasise,0.548
emphasize,0.827
emphasizes,0.548
emphatic,-0.64
emphatically,-0.51
empidonax,-0.69
empire,0.077
empirical,0.789
empirically,-0.68
emplace,0.647
employ,0.541
employability,-0.52
employable,0.482
employee,0.053
employer,0.127
employment,0.283
emporium,0.046
empower,0.659
emptiness,-0.81
empty,-0.02
empyema,-0.58
empyreal,-0.89
emtricitabine,-0.84
emulator,-0.7
enable,0.659
enables,0.594
enamel,-0.48
enamor,0.435
enamoredness,0.401
enamour,0.554
enantiornithes,-0.84
encephalopathy,-0.74
enchain,-0.76
enchant,0.573
enchanter,0.554
enchanting,0.435
enchantment,0.435
enchantress,0.551
enchondroma,-0.63
enclose,0.768
enclothe,-0.77
encomiastic,0.845
encomium,-0.58
encompass,0.172
encopresis,-0.74
encore,0.584
encounter,0.498
encourage,0.603
encouraged,0.377
encouragement,0.423
encouraging,0.384
encouragingly,0.384
encroach,-0.57
encroachment,-0.75
encrypt,-0.1
enculturation,0.706
encumbrance,-0.88
encyclopaedia,0.072
encyclopedia,0.585
encyclopedism,0.625
end,0.061
endanger,-0.56
endangered,-0.06
endangerment,0.771
endear,-0.43
endearing,0.86
endearingly,0.383
endeavor,0.745
ended,0.654
endgame,0.038
ending,-0.72
endive,0.661
endless,0.288
endlessly,-0.55
endocarditis,-0.71
endocrine,0.739
endometritis,-0.74
endoparasitic,-0.64
endorphin,0.597
endorse,0.839
endorsement,0.909
endorser,0.648
endoscope,0.23
endoscopically,-0.63
endow,0.659
endowment,0.031
endurable,0.639
endurance,0.788
endure,-0.04
enduring,0.515
enduringness,0.707
endzone,-0.72
enema,-0.1
enemy,-0.13
energeia,0.781
energetic,0.243
energize,0.814
energizing,0.786
energy,-0.85
enervate,-0.54
enervating,0.695
enervation,-0.79
enfeebling,0.695
enforce,-0.89
enfuvirtide,-0.84
engage,0.842
engaged,-0.02
engagement,0.569
engagingly,0.391
engender,-0.55
engendering,-0.6
engine,0.547
engineer,0.522
engineering,0.57
english,0.025
engrish,-0.77
engross,0.767
engrossing,0.692
engrossment,0.87
engulf,0.759
enhance,0.719
enhancive,0.727
enigma,0.062
enjoy,0.868
enjoyable,0.557
enjoyably,0.718
enjoyment,0.038
enjoyousured,0.58
enkindle,0.811
enlai,-0.76
enlarge,0.131
enlarged,-0.88
enlargement,0.727
enlighten,0.831
enlightened,0.792
enlightenment,0.84
enlist,0.061
enlistee,0.877
enliven,0.751
enlivening,0.762
enmeshment,-0.48
enmity,-0.38
ennoble,0.818
ennui,-0.8
enoch,0.072
enophile,0.667
enormity,0.046
enough,0.579
enounce,0.737
enourmous,0.546
enoverclothe,-0.77
enqueue,-0.1
enqueues,-0.1
enquirer,-0.67
enquiry,0.028
enrage,-0.58
enraged,-0.41
enragement,-0.43
enraptured,0.511
enrich,0.813
enriched,0.617
enriches,0.505
enrichment,0.619
enrol,0.492
enroll,0.492
enrollee,0.492
enrollment,0.492
enrolment,0.495
ensconce,0.765
ensemble,-0.65
enshrouds,-0.52
ensky,0.817
enslavement,-0.53
ensnare,-0.52
ensuing,-0.68
ensure,0.603
entactogen,-0.87
entail,0.871
entangle,-0.56
entanglement,-0.48
entangler,-0.48
enter,-0.83
entering,-0.78
enteron,-0.78
enterostenosis,-0.77
enterprise,0.138
enterprising,0.593
entertain,0.526
entertainer,0.582
entertainment,0.637
entheogen,-0.87
entheogenic,-0.87
entheogens,-0.87
enthrall,0.595
enthralling,0.518
enthrallment,0.435
enthusiam,0.29
enthusiasm,0.296
enthusiast,0.801
enthusiastic,0.376
enthusiastically,0.376
entice,0.573
enticement,0.788
enticing,0.885
entire,-0.57
entirely,-0.86
entitled,0.64
entitlement,0.254
entity,0.099
entrance,0.172
entranceway,0.034
entrancing,0.435
entrant,-0.65
entrap,-0.52
entreat,0.565
entreaty,0.746
entree,0.031
entrepreneur,0.073
entrepreneurial,0.591
entropion,0.776
entropy,-0.53
entrust,0.745
entry,0.073
entryway,0.026
enucleation,0.888
enumerable,0.919
enumerate,0.087
enumeration,0.093
enumerative,-0.93
enunciate,0.61
enunciation,0.618
enuresis,-0.75
envelop,0.052
envelope,0.036
envenom,-0.53
enviable,0.53
enviably,0.532
envious,-0.43
enviously,-0.43
enviousness,-0.43
environ,0.677
environment,0.146
environmentalism,-0.94
environmentalist,0.194
envisage,-0.81
envisagement,0.699
envision,0.044
envy,-0.55
enzyme,0.498
eosinophil,0.76
eosinophile,0.619
eparch,0.837
eparchy,0.837
ephemeral,0.067
ephemerality,-0.66
epibatidine,-0.73
epic,0.052
epically,-0.41
epicondylitis,-0.87
epicure,0.881
epicureanism,0.781
epicurus,0.781
epidemic,-0.29
epidemiologist,0.824
epididymitis,-0.74
epiglottitis,-0.88
epigon,-0.71
epigonation,0.732
epigone,-0.84
epigonr,-0.71
epigram,0.562
epigrammatic,0.63
epilepsy,-0.64
epimanikia,0.732
epinephrin,0.768
epinephrine,0.794
epipetric,0.715
epiphany,0.841
epiphone,-0.72
epiphytic,0.715
episode,0.518
epistemology,0.629
epitaph,0.077
epithet,-0.57
epitrachelion,0.732
epivir,-0.84
epizootic,-0.54
epochal,-0.83
equable,0.588
equal,0.14
equal-opportunity,-0.61
equalitarian,0.945
equality,0.23
equanimity,0.713
equating,0.618
equation,0.619
equicontinuity,0.88
equidistant,-0.52
equidistribution,0.83
equine,0.049
equinus,0.776
equip,0.59
equipment,0.032
equipped,0.034
equipt,0.776
equity,0.037
equivalence,0.865
equivocal,-0.64
equivocalness,-0.5
equivocation,-0.77
era,0.076
eradicable,-0.58
eradicate,-0.58
eradicative,-0.59
erase,0.261
eraser,0.526
erect,0.048
erectile,-0.79
erection,0.87
erectness,-0.65
eremitic,-0.86
eremitical,-0.86
eremopezus,-0.84
ergi,0.799
ergometer,0.031
ergotism,-0.78
eric,-0.64
erik,-0.64
eristic,0.709
eristical,0.625
erode,-0.19
eroding,-0.77
erosion,-0.77
erotic,0.119
eroticism,0.688
erotism,0.688
err,-0.75
errant,-0.8
erratic,-0.61
erring,-0.8
erroneous,-0.82
error,-0.27
errour,0.772
erstwhile,0.597
ertapenem,0.707
erudite,0.819
eruditeness,0.625
erudition,0.63
erupt,-0.02
erythema,-0.78
erythematous,-0.78
erythrocin,0.707
erythroderma,-0.93
esaminatore,0.237
escalatory,-0.59
escapable,-0.57
escape,-0.84
escapist,-0.58
escapologist,0.823
escarole,0.357
eschar,-0.48
escharotic,0.791
eschew,-0.73
eschscholzia,-0.02
escort,-0.64
eskimo,0.034
eskrima,-0.05
esophagitis,-0.48
esp,0.847
espousal,0.74
espouse,-0.53
espresso,0.847
essay,-0.76
essence,0.791
essential,0.594
establish,0.109
establishment,0.109
estate,0.095
esteem,0.781
esteemed,0.852
ester,-0.5
esthesis,-0.74
esthetic,0.738
esthetical,0.711
estimable,0.919
estimate,0.178
estimated,0.511
estimation,0.846
estivation,-0.67
estrange,-0.62
estranged,-0.73
estrangement,-0.4
estrildidae,-0.69
estuary,0.552
esurience,0.776
esurient,-0.74
eternal,0.114
eternalism,0.699
eternality,0.699
eternally,0.699
eternia,-0.75
eternity,0.105
ethafoam,0.108
ethanol,0.575
ethereal,-0.83
ethic,0.541
ethical,0.513
ethicism,-0.86
ethnicity,0.571
ethnocentric,0.624
ethnocentrism,-0.73
ethnology,-0.61
ethos,0.74
etiological,0.611
etiologically,0.611
etiquette,0.33
etymologist,-0.77
eubacteria,-0.78
eubacterium,-0.78
eucharist,0.558
eucomis,0.039
eudaemon,0.735
eudaimonia,0.781
eudaimonism,0.781
eudemon,0.661
eudemonism,0.773
eugenol,-0.73
eukaryote,-0.1
eulogistic,0.845
eulogium,-0.55
eulogize,0.523
eulogy,-0.55
eumelanin,0.033
euphemism,-0.03
euphemistic,-0.03
euphonious,-0.77
euphoria,0.567
euphoriant,0.459
euphoric,0.453
eureka,0.074
eurhythmics,0.557
eurhythmy,0.927
euro,0.589
euronithopod,-0.69
europe,-0.73
eurotrash,-0.59
eurythmics,0.757
eurythmy,0.917
evacuation,-0.55
evade,-0.59
evaluate,0.527
evaluation,0.086
evanesce,-0.72
evanescent,-0.66
evangelist,0.135
evaporate,0.038
evasion,-0.77
evasive,-0.63
evasively,-0.63
eve,0.074
evenhandedness,0.946
event,0.506
eventful,0.572
eventfully,0.573
eventfulness,0.572
evergreen,0.553
everlasting,-0.79
eversharp,0.083
every,-0.76
everyday,0.069
everydayness,0.779
everything,0.132
everywhere,0.049
evict,-0.74
eviction,-0.78
evidence,0.115
evident,0.869
evidently,0.621
evil,-0.51
evilness,-0.67
eviscerate,-0.62
evocation,-0.31
evocative,0.695
evoke,0.811
evolution,0.135
evolutionary,-0.62
evolve,0.087
ewe,-0.03
exacerbate,-0.47
exacerbating,0.751
exact,0.07
exacting,-0.89
exaction,-0.14
exactitude,0.617
exactly,0.596
exactness,0.76
exaggerate,-0.5
exaggerated,-0.6
exaggeration,-0.72
exalt,0.447
exaltation,0.516
exalted,0.481
exam,-0.83
examination,-0.06
examine,0.048
example,0.575
exarchate,0.837
exasperate,-0.44
exasperating,-0.43
exasperation,-0.47
excarnation,-0.11
excavate,-0.03
excavation,0.062
exceed,0.593
exceeding,0.575
excel,0.573
excellence,0.515
excellent,0.496
excellently,0.513
exception,0.117
exceptionable,-0.86
exceptional,0.574
exceptionally,0.531
excercise,-0.05
excess,-0.72
excessive,-0.1
excessiveness,-0.72
exchange,0.13
exchangeability,0.727
exchangeable,0.633
excipient,0.791
excise,0.103
excitability,0.644
excitable,0.821
excitant,0.89
excitation,0.843
excite,0.594
excited,-0.55
excitedly,0.446
excitement,0.505
exciting,0.376
exclaim,-0.82
exclaiming,-0.76
exclamation,0.131
exclude,-0.1
exclusion,-0.06
exclusive,-0.71
exclusiveness,-0.79
exclusivism,0.74
excogitate,-0.58
excogitation,0.634
excoriate,-0.82
excrement,-0.07
excreta,-0.07
excrete,-0.07
excretion,0.795
excruciate,-0.16
excruciating,-0.5
exculpate,0.731
exculpated,0.785
exculpation,-0.73
exculpatory,0.635
excursion,-0.54
excursionist,-0.78
excusable,0.046
excuse,-0.07
execrable,-0.44
execrate,-0.39
execration,-0.39
executability,0.546
execute,-0.89
execution,-0.07
executioner,-0.85
executive,0.714
exemplar,0.721
exemplary,-0.62
exempt,-0.72
exemption,0.64
exercise,0.024
exercisers,0.031
exertion,-0.03
exfoliant,0.036
exfoliate,0.036
exhalation,0.04
exhale,0.537
exhaust,0.575
exhausted,-0.59
exhausting,0.695
exhaustion,-0.58
exhibit,0.842
exhibition,0.049
exhibitionism,-0.59
exhilarate,0.834
exhilarated,0.44
exhilarating,0.448
exhilaratingly,0.391
exhilaration,0.782
exhort,0.451
exhumation,-0.11
exigency,-0.78
exigent,-0.89
exiguity,-0.88
exiguous,-0.85
exile,-0.66
exist,0.499
existence,0.57
existent,0.699
existential,0.111
exit,0.031
exogamy,0.793
exonerate,0.94
exonerated,0.783
exonerates,0.504
exonerative,0.635
exorbitant,-0.8
exorcise,-0.82
exorcises,-0.82
exorcism,-0.82
exorcist,0.685
exorcize,-0.82
exoskeleton,0.645
exotic,0.773
exoticism,-0.8
exoticness,-0.8
exotism,-0.8
exotropia,-0.74
expand,0.098
expandable,-0.79
expanded,-0.88
expandible,-0.79
expanse,0.727
expansible,-0.79
expansion,0.106
expansive,0.574
expansively,0.391
expansiveness,-0.8
expansivity,-0.8
expat,0.035
expatiate,0.76
expatriate,-0.66
expect,-0.49
expectancy,0.349
expectant,0.517
expectantly,-0.63
expectation,0.619
expectedness,0.611
expectorant,0.791
expectoration,0.04
expedience,-0.78
expediency,-0.86
expedient,-0.78
expedite,-0.71
expedition,0.534
expel,-0.76
expend,0.729
expenditure,-0.61
expense,0.104
expensive,-0.57
expensiveness,0.849
experience,0.533
experienced,0.83
experient,0.771
experiment,0.023
experimental,-0.5
experimentation,0.611
experimenter,0.764
expert,0.844
expertise,0.328
expertness,0.715
expiable,0.769
expiate,0.046
expiation,-0.73
expiratory,0.04
expire,-0.08
expired,-0.69
expiring,-0.57
explain,0.053
explanation,0.181
expletive,-0.74
explicate,0.667
explicit,0.726
explicitly,0.641
explicitness,0.668
explode,-0.11
exploit,-0.56
exploration,0.041
explore,0.041
explorer,0.085
explosion,-0.07
explosive,-0.56
expose,-0.57
exposit,0.76
exposs,0.522
expostulate,-0.58
expostulation,-0.76
exposure,-0.52
express,0.098
expression,0.65
expressionless,-0.77
expressive,0.266
expressiveness,0.872
expressway,0.783
expropriate,-0.82
expulsion,-0.04
exquisite,0.549
exquisitely,0.548
extemporaneous,-0.72
extemporary,-0.72
extempore,-0.72
extend,0.073
extensibility,-0.82
extension,0.107
extensional,0.743
extensive,0.573
extent,0.057
extenuate,0.046
extenuating,0.635
extenuation,-0.73
exterior,0.078
exterminate,-0.62
extermination,-0.14
external,-0.76
extinct,-0.14
extinction,-0.5
extinguish,-0.03
extinguished,-0.82
extinguisher,0.618
extirpate,-0.56
extol,0.817
extort,-0.52
extortion,-0.14
extortionate,-0.8
extra,0.101
extract,0.121
extractor,0.734
extradimensional,0.043
extraneous,-0.79
extraordinarily,0.522
extraordinary,0.779
extrapolate,-0.53
extrapolation,0.178
extrasensory,0.577
extraterrestrial,-0.71
extraterritoriality,0.598
extravagance,-0.57
extravagant,-0.54
extravagantly,-0.5
extravaganza,0.027
extravascular,0.357
extraversion,-0.7
extremist,-0.88
extremity,0.186
extremum,-0.82
extrinsic,-0.79
extrovert,0.2
extubation,-0.63
exuberance,0.4
exuberant,0.47
exuberantly,0.391
exudation,-0.65
exult,0.466
exultant,0.484
exultantly,0.46
exultation,0.46
exulting,0.484
exultingly,0.46
eye,0.652
eye-popping,0.056
eyeball,0.049
eyebolt,0.089
eyeglass,-0.02
eyelet,0.108
eyelid,-0.78
eyeshadow,-0.75
eyesight,-0.02
eyesore,-0.72
eyestrain,-0.7
fable,0.093
fabled,-0.76
fabric,0.039
fabricate,0.114
fabricating,-0.59
fabrication,-0.58
fabricator,-0.59
fabulous,0.793
fabulously,0.391
fabulousness,0.093
face,0.679
faceless,-0.76
facemasks,0.629
facet,0.092
facetime,0.71
facetiously,-0.6
facial,0.104
facile,-0.73
facilitate,0.506
facility,-0.65
fact,0.58
faction,-0.8
factious,-0.74
factitious,-0.82
factness,0.872
factor,0.057
factory,0.121
factual,0.836
factually,0.836
faculty,0.616
fad,0.046
faded,-0.78
fading,-0.81
faeces,-0.07
faerie,0.78
faery,0.753
fag,0.619
faggot,0.619
fagot,0.619
fail,-0.87
failing,-0.7
failover,-0.06
failure,-0.18
faineance,-0.65
faineant,-0.57
faint,-0.04
fainthearted,-0.6
faintness,0.72
fair,0.534
fairground,0.538
fairly,0.645
fairness,0.097
fairy,0.549
fairytale,0.064
fairytales,0.064
faith,0.623
faithful,0.525
faithlessness,0.72
fake,-0.41
fakir,-0.56
falcon,0.587
falconiformes,-0.84
faline,-0.61
fall,-0.41
fallacious,-0.6
fallaciously,0.615
fallaciousness,-0.68
fallacy,-0.8
fallback,-0.78
fallibility,-0.66
fallible,-0.8
falling,-0.96
falling-out,-0.54
falloff,-0.92
fallout,-0.75
fallow,-0.75
false,-0.04
falsehood,-0.62
falsely,-0.4
falseness,-0.95
falsify,-0.55
falsity,-0.58
falter,-0.78
fame,0.894
famed,0.591
familial,0.793
familiar,0.793
familiarity,0.094
family,0.094
famine,-0.8
famished,-0.74
famotidine,0.707
famous,0.77
fan,0.759
fanatic,-0.88
fanaticism,-0.85
fancier,0.583
fancify,0.762
fancy,0.792
fang,-0.03
fanny,-0.64
fanqie,-0.76
fantasize,0.669
fantastic,0.58
fantastical,0.064
fantasy,0.628
faq,-0.03
faqs,-0.03
far,-0.27
far-famed,0.592
farandole,-0.74
farce,-0.56
farcical,-0.61
fare,0.11
farecard,0.025
farewell,0.082
farfetched,-0.54
farinaceous,-0.55
farm,0.116
farmer,-0.07
farmland,-0.75
farrell,-0.78
farrier,0.073
farseeing,0.67
farsighted,0.669
farsightedness,0.636
fart,-0.25
fasciculation,-0.72
fascinate,0.87
fascinating,0.435
fascination,0.435
fasciolopsiasis,0.784
fascism,-0.55
fascist,-0.51
fascistic,-0.51
fashion,0.036
fashionable,0.919
fashionably,0.919
fast,0.097
fasten,0.03
fastener,0.535
faster,0.568
fastidious,0.607
fastidiousness,0.849
fasting,-0.89
fat,-0.56
fatal,-0.13
fatalism,-0.59
fatalist,-0.7
fatalistic,-0.59
fatalistically,-0.59
fatality,-0.67
fatally,-0.51
fate,0.572
fateful,0.779
father,0.058
fatherliness,0.695
fatherly,0.614
fathomable,0.726
fathomless,-0.59
fatigue,-0.28
fatness,0.751
fatty,-0.65
fatuity,0.737
fatuous,-0.41
fatuousness,0.737
faucet,-0.6
fault,-0.59
faultfinding,-0.71
faultiness,0.689
faulty,-0.53
fauna,0.065
fauxbourdon,0.736
favor,0.442
favorable,0.432
favorableness,0.875
favorably,0.25
favorite,0.577
favour,0.527
favourable,0.572
favourableness,0.875
favourably,0.514
favourite,0.843
favus,-0.74
fawn,-0.61
fawner,-0.59
fax,0.074
fay,0.818
faze,-0.53
fear,-0.2
fearful,-0.28
fearfully,-0.56
fearfulness,-0.55
fearless,0.377
fearlessly,0.377
fearlessness,0.377
fearsome,0.517
feasibility,0.592
feasible,0.517
feasibleness,0.59
feasibly,0.519
feast,0.031
feastday,0.113
feat,0.574
feather,0.033
featherbed,-0.57
featherbrained,-0.78
featherless,0.059
featly,0.557
feature,0.069
featureful,0.355
featureless,-0.76
febrifuge,0.905
february,-0.03
fece,-0.1
feces,-0.03
feckless,-0.57
fecklessly,-0.58
fecklessness,-0.58
feculence,0.754
fecund,0.883
fecundity,0.678
federal,0.106
fee,-0.5
feeble,-0.87
feeblemindedness,-0.68
feebleness,-0.82
feed,0.075
feedback,0.091
feeding,-0.74
feel,0.723
feeling,0.05
feign,-0.8
feigned,-0.57
feigning,-0.68
feint,-0.69
feist,0.875
feisty,-0.53
fekner,-0.07
felicitous,0.74
felicity,0.479
feline,-0.03
fellatio,0.769
fellness,-0.58
fellow,0.578
fellowship,0.551
felon,-0.85
feloniously,-0.4
felony,-0.78
female,0.57
feminine,0.518
femur,0.05
fencer,0.906
fend,-0.86
feral,-0.78
ferine,-0.78
ferment,0.033
fermentation,0.052
ferocious,0.025
ferociously,0.377
ferociousness,-0.68
ferocity,-0.72
ferrari,0.486
ferret,0.027
ferry,-0.03
ferryboat,0.039
fertile,0.883
fertiliser,0.035
fertility,0.709
fertilizable,0.883
fertilization,0.542
fervency,0.767
fervent,-0.59
fervid,-0.56
fervidness,0.767
fervor,0.843
ferz,0.038
festal,0.538
feste,0.796
festival,0.765
festive,0.893
festivity,0.073
festoon,-0.41
fetch,0.156
fetchingly,0.391
feticide,-0.57
fetid,-0.79
fetidness,-0.85
fetishism,-0.59
fetishist,0.793
fetlock,0.776
fetlocks,0.776
fetor,-0.77
fetus,0.538
feud,0.719
feudalism,0.092
fever,-0.82
fevered,-0.25
feverish,-0.55
feverishly,-0.58
fewness,-0.73
fey,0.546
feydeau,0.796
fianc,0.876
fiance,0.508
fianchetto,0.038
fiasco,-0.63
fiat,0.07
fib,0.751
fiber,-0.5
fiberboard,0.797
fiberglass,0.607
fibreglass,0.355
fibril,-0.5
fibrinopeptide,0.595
fibroadenoma,-0.88
fibrocartilage,-0.73
fibrocystic,-0.88
fibroid,-0.88
fibroma,-0.88
fibrous,0.585
fibular,0.653
fica,0.755
fice,0.875
fickle,-0.62
fictile,-0.61
fiction,0.148
fictional,0.317
fictious,0.316
fictitious,-0.57
fictitiously,-0.57
fiddle,-0.79
fiddler,0.279
fiddling,-0.57
fiddly,-0.09
fidget,-0.6
fidgetiness,-0.58
fidgety,-0.58
fief,-0.75
fielder,0.057
fieldworker,0.764
fiend,-0.67
fiendish,-0.62
fiendishly,-0.63
fierce,0.025
fiercely,0.377
fierceness,-0.72
fiery,0.582
fife,0.712
fifo,-0.1
fifteen,-0.03
fifth,0.089
fifty,-0.03
fig,0.521
fight,-0.28
fighter,-0.02
figment,-0.57
figuratively,0.545
figure,0.531
figurine,0.038
filament,-0.05
file,0.048
filefish,-0.7
filiation,0.793
filifera,0.598
filiform,-0.03
fill,0.098
fillet,-0.04
filling,-0.76
fillip,0.74
film,0.279
filmy,-0.53
filter,0.023
filth,-0.63
filthiest,-0.58
filthiness,-0.63
filthy,-0.63
fin,-0.13
finagle,-0.58
finagler,-0.81
finagling,-0.58
final,0.061
finality,0.049
finalize,0.089
finance,0.119
finances,0.713
financial,0.137
financing,0.574
find,-0.81
fine,0.131
fineness,0.855
finery,-0.86
finesse,0.67
finger,0.494
fingerblotk,-0.83
fingerling,-0.78
fingermark,-0.76
fingernail,0.569
finish,0.1
finish-meal,0.252
finished,0.271
finisher,-0.84
finite,0.574
finitude,0.699
fink,-0.61
fins,-0.13
fire,-0.03
firearm,-0.55
firebolt,0.102
firebomb,-0.6
firebombings,-0.14
firebrick,0.729
firebug,-0.75
firefighter,0.776
firefly,-0.29
firelight,-0.66
fireman,-0.06
firepit,0.025
fireplace,0.035
firestorm,0.801
firetruck,0.027
firewater,0.564
firewood,0.049
firework,0.605
firm,0.563
firmness,-0.83
first,0.118
first-class,0.604
fiscal,-0.54
fish,0.074
fishbowl,-0.59
fisher,0.032
fisherfolk,0.032
fisherian,-0.68
fisherman,0.032
fishermens,0.032
fisherwoman,0.032
fisherwomen,0.032
fishing,0.036
fishmonger,0.032
fishwife,-0.57
fishy,-0.53
fission,-0.69
fist,-0.05
fistfight,-0.07
fisticuffs,-0.07
fistula,-0.7
fit,0.579
fitfulness,-0.79
fitly,0.547
fitness,0.674
