,tweet,product_,emotion,lemmatizer_tweets,textblob_polarity,textblob_subjectivity,vs_neg,vs_neu,vs_pos,vs_compound,nrc_sentiment,gi_sentiment,henry_sentiment,huliu_sentiment,jockers_sentiment,lm_sentiment,senticnet_sentiment,sentiword_sentiment,socal_sentiment
1328,"['sort', 'wish', 'pop-up', 'apple', 'store', 'sold', 'actual', 'apples', 'joke', 'sxsw']",Apple,3,sort wish pop-up apple store sold actual apple joke sxsw ,0.0,0.1,0.0,0.62,0.38,0.5994,0.3333333333333333,0.3333333333333333,0.0,-1.0,0.6000000000000001,0.0,0.3516666666666666,0.28750000000000003,1.32182676
1329,"['impressed', 'mention', 'google', 'articulate', 'relevant', 'amp', 'fun', 'sxsw', 'mention', 'austin', 'convention', 'center', 'link']",Google,1,impressed mention google articulate relevant amp fun sxsw mention austin convention center link ,0.39999999999999997,0.55,0.0,0.632,0.368,0.7506,1.0,1.0,0.0,1.0,0.5333333333333333,1.0,0.17437500000000003,-0.09375,4.3208209134999995
1330,"['new', 'app', 'resourceful', 'way', 'get', 'connected', 'link', 'hashable', 'sxsw', 'iphone', 'droid']",iPad or iPhone App,1,new app resourceful way get connected link hashable sxsw iphone droid ,0.36818181818181817,0.6772727272727272,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.0,0.27799999999999997,0.04444444433333333,2.3011599663333335
1331,"['sxsw-ers', 'android', 'jones', 'saturday', '30-2', '30pm', 'attending', 'android', 'developer', 'meetup', 'details', 'come']",Unknown,3,sxsw-ers android jones saturday 30-2 30pm attending android developer meetup detail come ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.31225,0.208333333,0.0
1332,"[""what's"", 'google', 'circles', 'sxsw']",Unknown,3,what's google circle sxsw ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.040999999999999995,-0.125,0.0
1333,"['interview', 'mike', 'mccue', 'co-founder', 'flipboard', 'ipad', 'users', 'tune', 'link', 'smc', 'sxsw']",Unknown,3,interview mike mccue co-founder flipboard ipad user tune link smc sxsw ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1616,0.1875,0.0
1334,"['interview', 'mike', 'mccue', 'co-founder', 'flipboard', 'ipad', 'users', 'tune', 'link', 'smc', 'sxsw', 'fb']",Unknown,3,interview mike mccue co-founder flipboard ipad user tune link smc sxsw fb ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1616,0.1875,0.0
1335,"['disgusted', ""iphone's"", 'battery', 'life', 'already', '11', '30', 'pm', 'blackberry', 'going', 'strong', 'sxsw']",iPhone,0,disgusted iphone's battery life already 11 30 pm blackberry going strong sxsw ,-0.2833333333333333,0.8666666666666667,0.204,0.599,0.198,-0.0258,-1.0,0.0,1.0,0.0,-0.125,1.0,0.2268333333333333,-0.046875,-0.159241948
1336,"[""what's"", 'quot', 'pop-up', 'apple', 'store', 'quot', 'coming', '6th', 'street', 'south', 'congress', 'sxsw', 'atx']",Unknown,3,what's quot pop-up apple store quot coming 6th street south congress sxsw atx ,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4312,0.25,0.0
1337,"['wow', 'witnessed', 'homeless', 'guy', 'giving', 'detailed', 'ipad', 'inventory', 'info', 'passerby', 'austin', 'popup', 'store', 'sxsw']",Unknown,1,wow witnessed homeless guy giving detailed ipad inventory info passerby austin popup store sxsw ,0.25,0.875,0.0,0.659,0.341,0.7351,0.3333333333333333,0.0,0.0,1.0,-0.08333333333333333,0.0,0.2893333333333333,-0.041666666666666664,1.8672504515
1338,"['ouch', 'google', 'bing', 'mention', 'respect', 'bing', 'guy', 'invited', 'fill', 'third', 'chair', 'sxsw']",Google,1,ouch google bing mention respect bing guy invited fill third chair sxsw ,0.0,0.0,0.0,0.78,0.22,0.4767,1.0,1.0,0.0,1.0,-0.25,0.0,0.06700000000000003,0.08888888899999998,1.07430811
1339,"['mention', 'would', 'like', 'data', 'dashboard', 'govt', 'knows', 'like', 'credit', 'score', 'google', 'data', 'dashboard', 'sxsw']",Unknown,3,mention would like data dashboard govt know like credit score google data dashboard sxsw ,0.0,0.0,0.0,0.591,0.409,0.765,1.0,1.0,0.0,1.0,0.4666666666666666,0.0,0.379375,0.2604166666666667,0.0
1340,"['cool', 'yes', 'happy', 'b-day', 'mention', 'rt', 'mention', 'new', 'post', 'business', 'cards', 'dead', 'sxsw', 'link']",Unknown,3,cool yes happy b-day mention rt mention new post business card dead sxsw link ,0.27159090909090905,0.6261363636363636,0.187,0.435,0.378,0.5267,1.0,-0.3333333333333333,0.0,0.3333333333333333,0.41999999999999993,1.0,0.15427272727272728,0.1166666666,1.0032966455
1341,"['mention', 'yes', 'gowalla', 'wins', 'best', 'andoid', 'app', 'team', 'android', 'choice', 'awards', 'thanks', 'sxsw']",Android App,1,mention yes gowalla win best andoid app team android choice award thanks sxsw ,0.6666666666666666,0.3,0.0,0.319,0.681,0.9524,1.0,1.0,1.0,1.0,0.5916666666666667,1.0,0.22314285714285714,0.3125,3.895821783
1342,"['sxsw', 'ppl', 'last', 'hope', 'finding', 'monkey', 'fucker', 'created', 'ipad', 'bot', 'stalks', 'twitter', 'everytime', 'type', 'ipad', 'sxsw']",Unknown,3,sxsw ppl last hope finding monkey fucker created ipad bot stalk twitter everytime type ipad sxsw ,-0.025,0.03333333333333333,0.194,0.586,0.221,-0.1027,0.0,1.0,0.0,0.0,-0.43333333333333335,0.0,0.03971428571428571,-0.02777777766666667,2.297600069
1343,"['quot', 'bringing', 'flipboard', 'android', 'bringing', 'iphone', 'still', 'rounding', 'corners', 'ios', 'quot', 'cmsxsw', 'sxsw']",Unknown,3,quot bringing flipboard android bringing iphone still rounding corner io quot cmsxsw sxsw ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7949999999999999,0.1339285715,0.0
1344,"['make', 'sure', 'bring', 'business', 'card', 'nonprofit', 'meetup', 'sxsw', 'ticket', 'drawing', '100', 'apple', 'gift', 'card']",Unknown,3,make sure bring business card nonprofit meetup sxsw ticket drawing 100 apple gift card ,0.5,0.8888888888888888,0.0,0.698,0.302,0.6369,1.4,1.2666666666666666,1.8,1.8,1.15,1.8,0.43263636363636365,0.5333333333333333,1.8
1345,"['make', 'sure', 'see', 'mention', 'amp', 'gaslamp', 'strip', 'tonight', 'unless', 'sxsw', 'case', 'bring', 'back', 'new', 'ipad']",Unknown,3,make sure see mention amp gaslamp strip tonight unless sxsw case bring back new ipad ,0.21212121212121213,0.4478114478114478,0.0,0.859,0.141,0.3182,-0.06666666666666665,1.2666666666666666,1.8,1.8,1.3,1.8,0.45337500000000003,0.22314814811111117,2.693149499
1346,"['thought', 'quot', 'social', 'quot', 'get', 'overblown', 'sxsw', 'google', 'may', 'announcing', 'quot', 'circles', 'quot', 'today', 'link']",Other Google product or service,0,thought quot social quot get overblown sxsw google may announcing quot circle quot today link ,0.03333333333333333,0.06666666666666667,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-0.25,0.0,0.2127142857142857,-0.034375,0.683365311
1347,"['google', 'friend', 'quot', 'salicornia', 'quot', 'rt', 'mention', 'name', 'bio', 'diesel', 'plant', 'grows', 'salt', 'water', 'agchat', 'sxsw']",Unknown,3,google friend quot salicornia quot rt mention name bio diesel plant grows salt water agchat sxsw ,0.0,0.0,0.0,0.824,0.176,0.4939,1.0,1.0,1.0,0.0,0.8,0.0,-0.196,0.045833333399999995,0.0
1348,"['bring', 'laptop', 'ipad', 'rt', 'mention', 'go', 'participate', 'today', 'link', 'sxsw']",Unknown,3,bring laptop ipad rt mention go participate today link sxsw ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16799999999999998,-0.10416666666666667,0.0
1349,"['check', 'mom', 'ipad', 'designing', 'boomers', 'sxsw', 'link', 'sxsw']",iPad,1,check mom ipad designing boomer sxsw link sxsw ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21633333333333335,0.1458333335,0.0
1350,"['improving', 'web', 'design', 'using', 'engineering', 'metrics', 'intuition', 'google', 'overuse', 'metrics', 'cannot', 'find', 'best', 'solution', 'use', 'sxsw']",Unknown,3,improving web design using engineering metric intuition google overuse metric cannot find best solution use sxsw ,1.0,0.3,0.252,0.615,0.133,-0.3674,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.3333333333333333,-0.059416666666666694,0.12760416662500002,1.9750481175
1351,"['z8', 'first', 'zlf', 'assignment', 'link', 'codes', 'valid', '00-11', '59', '59a', '03', '12', '11', 'infektd', 'sxsw', 'zlf']",Unknown,3,z8 first zlf assignment link code valid 00-11 59 59a 03 12 11 infektd sxsw zlf ,0.25,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.21480000000000002,0.25,3.2746121675
1352,"['gt', 'gt', 'mention', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circles', 'possibly', 'today', 'link', 'sxsw']",Unknown,1,gt gt mention google launch major new social network called circle possibly today link sxsw ,0.05804924242424242,0.5053030303030304,0.0,0.756,0.244,0.4939,1.0,0.0,0.0,0.0,0.3666666666666667,0.0,0.3091111111111111,-0.05729166675,1.8686142666666667
1353,"['really_', 'feel', 'bad', 'apple', 'employees', 'austin', 'friday', 'winning', 'sxsw', 'ipad2']",Unknown,3,really_ feel bad apple employee austin friday winning sxsw ipad2 ,5.551115123125783e-17,0.5388888888888889,0.249,0.527,0.224,-0.0972,0.0,-1.0,0.0,0.0,0.0,0.0,0.21239999999999998,-0.019841269999999984,-1.636519784
1354,"['mention', 'look', 'guys', 'simple', 'personal', 'clouds', ""can't"", 'exist', 'without', 'unless', 'wanna', 'pay', '50', 'static', 'ip', 'ipad2', 'ipad', 'sxsw']",Unknown,3,mention look guy simple personal cloud can't exist without unless wanna pay 50 static ip ipad2 ipad sxsw ,0.16666666666666666,0.5190476190476191,0.0,0.929,0.071,0.0762,0.0,-0.3333333333333333,-1.0,-1.0,-0.4,-1.0,-0.0115,-0.24739583325000003,-0.07456146024999988
1355,"['mention', 'apple', 'classiest', 'fascist', 'company', 'america', 'really', 'elegant', 'sxsw', 'rji']",Apple,0,mention apple classiest fascist company america really elegant sxsw rji ,0.5,1.0,0.24,0.534,0.226,-0.0534,1.4,0.7,1.8,0.6,0.7666666666666666,1.8,0.17271428571428574,1.8,1.9984629915000003
1356,"['mint', 'com', 'confines', 'coding', 'iphone', 'app', 'luxury', 'worry', 'learning', 'diff', 'phone', 'versions', 'sxsw', 'gsdm', 'sxswmobileapps']",iPad or iPhone App,1,mint com confines coding iphone app luxury worry learning diff phone version sxsw gsdm sxswmobileapps ,0.0,0.0,0.172,0.828,0.0,-0.4404,0.3333333333333333,0.3333333333333333,0.0,0.0,0.18333333333333335,-1.0,0.38687499999999997,0.0625,2.841547331
1357,"['sxsw', 'ers', 'rt', 'mention', 'rt', 'mention', 'last', 'day', 'get', 'lp', 'austin', 'iphone', 'app', 'free', 'link', 'travel']",Unknown,3,sxsw er rt mention rt mention last day get lp austin iphone app free link travel ,0.2,0.43333333333333335,0.0,0.82,0.18,0.5106,0.0,0.3333333333333333,0.0,1.0,0.5,0.0,0.36024999999999996,-0.043333333200000004,3.003142249
1358,"['mention', 'false', 'alarm', 'google', 'circles', 'coming', 'probably', 'ever', 'link', 'google', 'circles', 'social', 'sxsw']",Unknown,3,mention false alarm google circle coming probably ever link google circle social sxsw ,-0.18333333333333338,0.3333333333333333,0.167,0.833,0.0,-0.34,-1.0,-1.0,0.0,-1.0,-0.675,0.0,-0.01877777777777779,-0.04861111116666667,-0.005016536999999988
1359,"['winning', 'free', 'sxsw', 'music', 'sampler', 'itunes', '22', 'tracks', 'quot', 'industry', 'favorites', 'amp', 'breakout', 'artists', 'quot', 'link', 'link']",Other Apple product or service,1,winning free sxsw music sampler itunes 22 track quot industry favorite amp breakout artist quot link link ,0.4666666666666666,0.85,0.0,0.591,0.409,0.8658,1.0,1.0,0.0,1.0,0.64,1.0,0.1711111111111111,0.1216666666,3.586982557
1360,"['awesome', 'google', 'maps', '22', 'sxsw', 'great', 'job', 'google']",Google,1,awesome google map 22 sxsw great job google ,0.9,0.875,0.0,0.423,0.577,0.8481,1.0,1.0,0.0,1.0,0.55,1.0,0.2875,-0.15625,1.8026589350000002
1361,"['mention', 'got', 'copy', 'enchantment', 'ipad', 'kindle', 'today', 'excited', 'thx', 'keeping', 'world', 'enchanted', 'glad', 'sxsw']",iPad,1,mention got copy enchantment ipad kindle today excited thx keeping world enchanted glad sxsw ,0.4375,0.875,0.0,0.488,0.512,0.8591,0.5,1.0,0.0,1.0,0.8333333333333334,1.0,0.23733333333333334,0.35,-1.328145042
1362,"['sxsw', 'ppl', 'see', 'bargain', 'apple', 'booth', 'tryna', 'bargain', 'call-girl', 'backpages', 'sxsw']",Unknown,3,sxsw ppl see bargain apple booth tryna bargain call-girl backpages sxsw ,0.0,0.0,0.0,0.714,0.286,0.3818,1.0,1.0,0.0,1.0,0.75,0.0,0.10225000000000001,0.1625,0.0
1363,"['lynn', 'teo', 'new', 'nav', 'schemas', 'ipad', 'link', 'sxsw', 'uxdes']",Unknown,3,lynn teo new nav schema ipad link sxsw uxdes ,0.13636363636363635,0.45454545454545453,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.373,-0.166666667,3.586298998
1364,"['overcome', 'provide', 'social', 'proof', 'apple', 'white', 'earbuds', 'mention', 'sxsw']",Unknown,3,overcome provide social proof apple white earbuds mention sxsw ,0.016666666666666666,0.03333333333333333,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.43333333333333335,-1.0,0.0944285714285714,-0.010416666749999998,0.419188078
1365,"['mention', 'quot', 'lack', 'sxsw', 'newsworthy', 'announcements', 'quot', 'unless', 'count', 'google', 'circles', 'googlecircles']",Unknown,1,mention quot lack sxsw newsworthy announcement quot unless count google circle googlecircles ,0.0,0.0,0.173,0.827,0.0,-0.3182,0.0,-1.0,0.0,-1.0,-0.75,-1.0,0.18166666666666664,0.0625,0.0
1366,"['mention', 'spread', 'word', 'sxsw', 'festival', 'explorer', 'app', 'live', 'free', 'link']",Unknown,1,mention spread word sxsw festival explorer app live free link ,0.2681818181818182,0.65,0.0,0.552,0.448,0.7579,1.0,1.0,0.0,1.0,0.5333333333333333,0.0,0.43899999999999995,0.13333333333333333,3.3559133389999998
1367,"['n7', 'time', 'always', 'us', 'link', 'codes', 'valid', '00-7', '59', '59p', '03', '11', '11', 'infektd', 'sxsw', 'necro']",Unknown,3,n7 time always u link code valid 00-7 59 59p 03 11 11 infektd sxsw necro ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4435,0.20833333333333334,2.759668571
1368,"['print', 'gt', 'tablets', 'gt', 'web', 'tablets', 'needed', 'bridge', 'gap', 'touchingstories', 'sxsw', 'ipad']",Unknown,3,print gt tablet gt web tablet needed bridge gap touchingstories sxsw ipad ,0.0,0.0,0.0,0.704,0.296,0.4939,-1.0,0.0,0.0,0.0,0.0,-1.0,0.13449999999999998,0.0,0.0
1369,"['mention', 'gt', 'rt', 'mention', 'new', 'ubersocial', 'iphone', 'app', 'store', 'includes', 'uberguide', 'sxsw', 'link']",Unknown,1,mention gt rt mention new ubersocial iphone app store includes uberguide sxsw link ,0.13636363636363635,0.45454545454545453,0.0,0.851,0.149,0.2732,1.0,0.0,0.0,0.0,0.8,0.0,0.33280000000000004,-0.166666667,3.2139231645
1370,"['mention', 'gt', 'rt', 'mention', 'new', 'ubersocial', 'iphone', 'app', 'store', 'includes', 'uberguide', 'sxsw', 'cont', 'link']",Unknown,1,mention gt rt mention new ubersocial iphone app store includes uberguide sxsw cont link ,0.13636363636363635,0.45454545454545453,0.0,0.861,0.139,0.2732,1.0,0.0,0.0,0.0,0.8,0.0,0.33280000000000004,-0.166666667,3.2139231645
1371,"['sxsw-ers', 'coming', 'long', 'apple', 'pop-up', 'store', 'line']",Unknown,3,sxsw-ers coming long apple pop-up store line ,-0.05,0.4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.48019999999999996,0.041666666666666664,1.08357769
1372,"['apple', 'out-markets', 'comers', 'sxsw', 'link']",Apple,1,apple out-markets comer sxsw link ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32099999999999995,0.0,0.0
1373,"['quot', 'p-a-r-t-y-i-n-g', 'quot', 'rt', 'mention', 'gsd', 'amp', 'google', 'sitting', 'tree', 'link', 'sxsw', 'gsdm']",Unknown,3,quot p-a-r-t-y-i-n-g quot rt mention gsd amp google sitting tree link sxsw gsdm ,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09666666666666668,0.0,0.0
1374,"['apple', 'pop-up', 'sxsw', 'ordinance', 'front', 'line', 'admission', 'first', 'step', 'recovery', 'link']",Apple,1,apple pop-up sxsw ordinance front line admission first step recovery link ,0.25,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,-1.0,0.0,1.0,0.25,0.0,0.058124999999999996,0.16666666666666666,3.7895557639999997
1375,"['apple', 'pop-up', 'shop', 'sxsw', 'link']",Unknown,3,apple pop-up shop sxsw link ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08666666666666667,-0.25,0.0
1376,"['apple', 'pop-up', 'shop', 'sxsw', 'cool', 'link']",Apple,1,apple pop-up shop sxsw cool link ,0.35,0.65,0.0,0.685,0.315,0.3182,1.0,-1.0,0.0,1.0,0.75,0.0,0.16399999999999998,-0.0625,1.446339993
1377,"['apple', 'pop-up', 'store', 'popped', 'next', 'hotel', 'ipad2', 'ipad2', 'question', 'sxsw']",Unknown,3,apple pop-up store popped next hotel ipad2 ipad2 question sxsw ,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.1456,0.25,2.36437329
1378,"['apple', 'pop-up', 'store', 'austin', 'sxsw', 'link', 'mention', 'mention', 'lt', 'lt', 'brilliant', 'popupstore', 'experiential']",Unknown,3,apple pop-up store austin sxsw link mention mention lt lt brilliant popupstore experiential ,0.9,1.0,0.0,0.759,0.241,0.5859,1.0,1.0,0.0,1.0,1.0,1.0,0.2996666666666667,0.5625,0.621693403
1379,"['google', 'people', 'work', 'people', 'rather', 'people', 'work', 'agileagency', 'sxsw']",Unknown,1,google people work people rather people work agileagency sxsw ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,-0.201,-0.046875,0.0
1380,"['flipboard', 'quot', 'social', 'magazine', 'quot', 'ipad', 'teams', 'duranduran', ""flipboard's"", 'quot', 'live', 'magazine', 'quot', 'interview', 'sxsw']",Unknown,3,flipboard quot social magazine quot ipad team duranduran flipboard's quot live magazine quot interview sxsw ,0.08484848484848484,0.2833333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.22183333333333333,0.125,0.683365311
1381,"['well', 'damn', 'apple', 'setting', 'quot', 'pop-up', 'quot', 'shop', 'sxsw', 'link']",Unknown,3,well damn apple setting quot pop-up quot shop sxsw link ,0.0,0.0,0.211,0.625,0.164,-0.1531,-1.0,0.0,0.0,0.0,0.025000000000000022,0.0,0.1898,-0.02729999999999999,-1.5908391119999998
1382,"['tristan', 'apture', 'fast', 'amp', 'iterative', 'news', 'content', 'means', 'google', 'finds', 'first', 'sxsw', 'hacknews', 'drumbeat', 'mojo']",Unknown,3,tristan apture fast amp iterative news content mean google find first sxsw hacknews drumbeat mojo ,0.04583333333333334,0.5402777777777777,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6,0.0,0.13914285714285715,0.171875,3.7895557639999997
1383,"['hopefully', 'amp', 'verizon', 'pop', 'cell', 'sites', 'go', 'along', ""apple's"", 'pop', 'store', 'sxsw']",Unknown,3,hopefully amp verizon pop cell site go along apple's pop store sxsw ,0.0,0.0,0.0,0.803,0.197,0.4019,-0.3333333333333333,0.0,0.0,0.0,0.6,0.0,-0.12866666666666665,0.175,0.0
1384,"['may', 'still', 'rt', 'mention', 'new', 'post', 'business', 'cards', 'dead', 'send', 'card', 'hashable', 'sxsw', 'link']",Unknown,3,may still rt mention new post business card dead send card hashable sxsw link ,-0.03181818181818183,0.42727272727272725,0.249,0.751,0.0,-0.6486,0.0,-1.0,0.0,-1.0,-0.09999999999999998,0.0,0.05227272727272727,-0.17460317466666667,1.1970726835
1385,"['conan', 'doc', 'cdr', 'radio', 'android', 'party', 'npr', 'shindig', 'general', 'raging', 'pretty', 'sure', 'sxsw', 'proper', 'sprint', 'marathon', 'right']",Unknown,3,conan doc cdr radio android party npr shindig general raging pretty sure sxsw proper sprint marathon right ,0.21714285714285717,0.6049206349206349,0.138,0.528,0.333,0.5859,0.7999999999999999,1.2,1.8,0.76,0.625,1.8,0.4784,0.528125,1.1464416555
1386,"['new', 'kicks', 'clif', 'bars', 'amp', '3g', 'ipad', 'sxsw', 'link']",Unknown,3,new kick clif bar amp 3g ipad sxsw link ,0.13636363636363635,0.45454545454545453,0.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.275,0.0,0.47250000000000003,-0.21354166675,3.586298998
1387,"['lost', 'ipad', 'corrupted', 'iphone', 'crazy', 'hotels', 'good', 'times', 'sxsw', 'mention', 'aus', 'austin-bergstrom', 'link']",iPhone,0,lost ipad corrupted iphone crazy hotel good time sxsw mention au austin-bergstrom link ,0.04999999999999999,0.75,0.267,0.568,0.165,-0.2023,-0.3333333333333333,-0.3333333333333333,1.0,-0.5,-0.4375,-0.3333333333333333,0.14014285714285715,0.2734375,0.819253174
1388,"['yesterday', 'left', 'house', 'without', 'phone', 'forgot', 'charge', 'ipad', 'overnight', 'mobilefail', 'sxsw']",Unknown,3,yesterday left house without phone forgot charge ipad overnight mobilefail sxsw ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.18400000000000002,0.125,0.0
1389,"['next', 'year', 'going', 'set', 'bootleg', 'sidewalk', 'cart', 'austin', 'sell', 'macbook', 'power', 'adapters', 'iphone', 'cables', 'oh', 'red', 'bull', 'sxsw']",Unknown,3,next year going set bootleg sidewalk cart austin sell macbook power adapter iphone cable oh red bull sxsw ,-0.13333333333333333,0.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-0.051625,-0.16999999999999998,1.5321930400000001
1390,"['midday', 'iphone', 'mid-battery', 'outlet', 'blocked', 'immobile', 'booth', 'serves', 'purpose', 'taunt', 'sxsw', 'link']",iPhone,0,midday iphone mid-battery outlet blocked immobile booth serf purpose taunt sxsw link ,0.0,0.0,0.16,0.84,0.0,-0.2732,0.4,0.4,1.8,0.4,0.3,1.8,-0.10242857142857141,0.48124999999999996,1.8
1391,"['wow', 'folks', 'make', 'sure', 'iphone', 'ringer', 'turned', 'way', 'pre-sunrise', 'flight', 'internalalarmclockftw', 'sxsw']",Unknown,2,wow folk make sure iphone ringer turned way pre-sunrise flight internalalarmclockftw sxsw ,0.3,0.9444444444444444,0.0,0.621,0.379,0.7269,0.4,1.4,1.8,1.4,1.15,1.8,0.6174000000000001,0.43125,1.8
1392,"['knows', 'maybe', 'mention', 'rt', 'mention', 'going', ""gary's"", 'talk', 'wish', 'could', 'iphone', 'clip', 'go', 'sxsw']",Unknown,3,know maybe mention rt mention going gary's talk wish could iphone clip go sxsw ,0.0,0.0,0.0,0.828,0.172,0.4019,1.0,1.0,0.0,0.0,0.6000000000000001,0.0,-0.21422222222222226,0.09375,0.0
1393,"['fear', 'envy', 'meanness', 'lies', 'hypocrisy', 'link', 'edchat', 'musedchat', 'sxsw', 'sxswi', 'classical', 'newtwitter']",Unknown,3,fear envy meanness lie hypocrisy link edchat musedchat sxsw sxswi classical newtwitter ,0.0,0.0,0.346,0.654,0.0,-0.6486,-0.5,-1.0,0.0,-0.6,-0.575,-1.0,-0.3588571428571428,-0.0541666666,3.367367479
1394,"['sorry', 'going', 'mention', 'party', 'sxsw', 'iphone', 'forever']",iPhone,1,sorry going mention party sxsw iphone forever ,-0.5,1.0,0.144,0.556,0.3,0.34,0.0,-1.0,0.0,-1.0,-0.5,0.0,-0.2052,-0.21875,-0.890736047
1395,"['sxsw', 'tips', 'prince', 'npr', 'videos', 'toy', 'shopping', 'zuckerberg', 'link', 'sxsw', 'ipad']",Unknown,3,sxsw tip prince npr video toy shopping zuckerberg link sxsw ipad ,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.1755,-0.0625,3.021758125
1396,"['great', 'job', 'siva', 'rt', 'mention', 'brief', 'account', 'sxsw', 'talk', 'quot', 'evil', 'quot', 'beevil', 'link', 'ucpress', 'google']",Unknown,3,great job siva rt mention brief account sxsw talk quot evil quot beevil link ucpress google ,-0.06666666666666665,0.6944444444444443,0.196,0.622,0.182,-0.0772,0.3333333333333333,0.0,0.0,0.0,0.05000000000000001,1.0,-0.01787500000000001,-0.0859375,0.6126680809999998
1397,"['booth', '313', 'still', 'time', 'power', 'challenge', 'ride', 'bike', 'get', 'bottle', 'enter', 'win', 'ipad', 'sxsw', 'thisiscrazyfun']",Unknown,3,booth 313 still time power challenge ride bike get bottle enter win ipad sxsw thisiscrazyfun ,0.8,0.4,0.0,0.718,0.282,0.6249,-1.0,-1.0,-1.0,1.0,0.125,0.0,0.22850000000000006,0.13469387757142856,0.0
1398,"['sxsw', ""there's"", 'offers', 'ya', 'link']",Unknown,3,sxsw there's offer ya link ,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.0,0.11499999999999999,0.125,0.0
1399,"['skore', 'gt', 'mention', 'heard', ""apple's"", 'pop-up', 'store', 'downtown', 'austin', 'pics', 'already', 'gowalla', 'link', 'sxsw', 'ipad2']",Unknown,3,skore gt mention heard apple's pop-up store downtown austin pic already gowalla link sxsw ipad2 ,0.0,0.0,0.0,0.87,0.13,0.2732,1.0,0.0,0.0,0.0,0.0,0.0,0.3076,0.125,-0.43417222
1400,"['done', 'amp', 'done', 'mention', 'behind', '100s', 'emails', 'give', 'line', 'iphone', 'composed', 'replies', 'sxsw', 'protip']",Unknown,3,done amp done mention behind 100 email give line iphone composed reply sxsw protip ,-0.4,0.7,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8,0.0,0.4311999999999999,-0.0958333334,0.0
1401,"['ning', 'amp', 'mobile', 'roadie', 'thrilled', 'offer', 'unofficial', 'sxsw', ""insider's"", 'guide', 'iphone', 'fun', 'austin', 'link']",iPhone,1,ning amp mobile roadie thrilled offer unofficial sxsw insider's guide iphone fun austin link ,0.44999999999999996,0.44999999999999996,0.0,0.659,0.341,0.7351,0.5,1.0,0.0,1.0,0.37,0.0,0.07866666666666666,0.078125,1.6183614480000001
1402,"['gt', 'rt', 'mention', 'google', 'people', 'work', 'people', 'rather', 'people', 'work', 'agileagency', 'sxsw']",Google,1,gt rt mention google people work people rather people work agileagency sxsw ,0.0,0.0,0.0,0.84,0.16,0.2732,0.0,0.0,0.0,1.0,0.25,0.0,-0.14700000000000002,-0.046875,0.0
